# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Aug 2026
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2026-04).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
51 3  0.0235922  0.0676539        NaN        NaN  0.0039902  0.0046425        NaN        NaN -0.0320728 -0.1022751        NaN        NaN  0.0038395  0.0012209        NaN        NaN -0.0025027 -0.0006284        NaN        NaN  0.0191252  0.0402038        NaN        NaN -0.0000159  0.0008507        NaN        NaN -0.0004202  0.0000661        NaN        NaN  0.0005724  0.0002178        NaN        NaN -0.0001005  0.0003870        NaN        NaN  0.0002301  0.0002386        NaN        NaN  0.0002714  0.0008965        NaN        NaN -0.0089453 -0.0075456        NaN        NaN -0.0017419 -0.0004910        NaN        NaN  0.0102410  0.0243825        NaN        NaN  0.0001181  0.0001969        NaN        NaN -0.0001180  0.0004022        NaN        NaN -0.0004523  0.0002361        NaN        NaN  0.0002044  0.0015107        NaN        NaN
52 0 -0.0090853        NaN        NaN        NaN -0.0014869        NaN        NaN        NaN  0.0126994        NaN        NaN        NaN  0.0035413        NaN        NaN        NaN  0.0008189        NaN        NaN        NaN -0.0009319        NaN        NaN        NaN -0.0002743        NaN        NaN        NaN -0.0003700        NaN        NaN        NaN  0.0003801        NaN        NaN        NaN -0.0001355        NaN        NaN        NaN -0.0002275        NaN        NaN        NaN -0.0002767        NaN        NaN        NaN -0.0024195        NaN        NaN        NaN -0.0001400        NaN        NaN        NaN  0.0027103        NaN        NaN        NaN  0.0000934        NaN        NaN        NaN  0.0007729        NaN        NaN        NaN -0.0000658        NaN        NaN        NaN -0.0001001        NaN        NaN        NaN
52 1 -0.0019473 -0.0042954        NaN        NaN  0.0157356  0.0018940        NaN        NaN  0.0020613  0.0023055        NaN        NaN -0.0050923 -0.0030348        NaN        NaN -0.0048521  0.0011547        NaN        NaN -0.0035433 -0.0038450        NaN        NaN  0.0062272 -0.0037332        NaN        NaN -0.0008887  0.0002592        NaN        NaN  0.0015809 -0.0001240        NaN        NaN -0.0012631  0.0011144        NaN        NaN  0.0004510  0.0000081        NaN        NaN -0.0007412  0.0006924        NaN        NaN  0.0018508 -0.0003501        NaN        NaN  0.0022720 -0.0006130        NaN        NaN -0.0034477 -0.0009565        NaN        NaN  0.0006833  0.0001227        NaN        NaN  0.0002141  0.0003376        NaN        NaN -0.0017431  0.0000982        NaN        NaN -0.0006380 -0.0003585        NaN        NaN
52 2 -0.0063258  0.0002657        NaN        NaN  0.0017304  0.0053283        NaN        NaN -0.0074168 -0.0918915        NaN        NaN  0.0012209  0.0051118        NaN        NaN -0.0012750 -0.0013641        NaN        NaN  0.0031953  0.0329209        NaN        NaN -0.0002638 -0.0000114        NaN        NaN -0.0002968 -0.0001723        NaN        NaN  0.0005494  0.0011493        NaN        NaN  0.0002895  0.0003596        NaN        NaN  0.0002405 -0.0001125        NaN        NaN -0.0000797  0.0003088        NaN        NaN  0.0005840 -0.0016106        NaN        NaN -0.0003911 -0.0010519        NaN        NaN -0.0013652  0.0151198        NaN        NaN -0.0000848 -0.0002301        NaN        NaN -0.0009622  0.0000891        NaN        NaN -0.0000900  0.0002535        NaN        NaN  0.0002794  0.0020842        NaN        NaN
52 3 -0.0095674  0.0033994        NaN        NaN  0.0054015  0.0052460        NaN        NaN  0.0064068  0.0024504        NaN        NaN  0.0003180  0.0034044        NaN        NaN -0.0022322 -0.0017534        NaN        NaN -0.0009322  0.0026709        NaN        NaN -0.0009968  0.0032933        NaN        NaN  0.0009090  0.0005982        NaN        NaN -0.0006559 -0.0004077        NaN        NaN -0.0000882 -0.0014514        NaN        NaN -0.0001944  0.0005223        NaN        NaN  0.0014346 -0.0009609        NaN        NaN -0.0003723  0.0014489        NaN        NaN -0.0031877 -0.0017719        NaN        NaN  0.0004725  0.0012982        NaN        NaN -0.0007052  0.0002786        NaN        NaN -0.0002565 -0.0002909        NaN        NaN  0.0005535  0.0002259        NaN        NaN  0.0000130 -0.0002694        NaN        NaN
53 0  0.0061377        NaN        NaN        NaN -0.0269805        NaN        NaN        NaN -0.0046717        NaN        NaN        NaN  0.0004623        NaN        NaN        NaN  0.0128934        NaN        NaN        NaN  0.0016073        NaN        NaN        NaN  0.0031356        NaN        NaN        NaN  0.0004199        NaN        NaN        NaN  0.0010659        NaN        NaN        NaN -0.0000918        NaN        NaN        NaN -0.0001794        NaN        NaN        NaN -0.0004809        NaN        NaN        NaN -0.0023218        NaN        NaN        NaN -0.0009630        NaN        NaN        NaN  0.0017911        NaN        NaN        NaN  0.0000173        NaN        NaN        NaN  0.0004915        NaN        NaN        NaN -0.0004810        NaN        NaN        NaN -0.0004818        NaN        NaN        NaN
53 1 -0.0113212 -0.0267229        NaN        NaN  0.0002289 -0.0048225        NaN        NaN -0.0056287  0.0361600        NaN        NaN  0.0048216  0.0010125        NaN        NaN -0.0007701 -0.0005890        NaN        NaN  0.0044728  0.0035347        NaN        NaN -0.0003274  0.0003514        NaN        NaN  0.0002509 -0.0002746        NaN        NaN  0.0000668 -0.0004328        NaN        NaN  0.0001871 -0.0001077        NaN        NaN -0.0001050  0.0004149        NaN        NaN -0.0000362  0.0004840        NaN        NaN -0.0013337 -0.0076160        NaN        NaN -0.0000343  0.0008037        NaN        NaN  0.0011645  0.0057241        NaN        NaN -0.0003794  0.0003689        NaN        NaN  0.0001840  0.0000485        NaN        NaN  0.0000984  0.0000695        NaN        NaN  0.0005620  0.0008175        NaN        NaN
53 2  0.0019811 -0.0075583        NaN        NaN  0.0272587 -0.0075625        NaN        NaN  0.0051828  0.0039668        NaN        NaN -0.0016433  0.0011675        NaN        NaN -0.0124611  0.0015342        NaN        NaN -0.0018538 -0.0027128        NaN        NaN -0.0021038  0.0022164        NaN        NaN  0.0005194  0.0003727        NaN        NaN  0.0000482 -0.0018284        NaN        NaN -0.0008145 -0.0006699        NaN        NaN  0.0000752  0.0003325        NaN        NaN  0.0003548 -0.0008501        NaN        NaN  0.0019695  0.0050116        NaN        NaN -0.0000406 -0.0007136        NaN        NaN -0.0020416 -0.0006136        NaN        NaN -0.0002027  0.0016494        NaN        NaN -0.0004621 -0.0002920        NaN        NaN -0.0000041  0.0007080        NaN        NaN  0.0004260 -0.0010453        NaN        NaN
53 3  0.0352634  0.0991069        NaN        NaN  0.0019184  0.0032582        NaN        NaN -0.0360070 -0.0853496        NaN        NaN  0.0066834 -0.0025025        NaN        NaN -0.0005830 -0.0010958        NaN        NaN  0.0149042  0.0192528        NaN        NaN -0.0005125 -0.0015220        NaN        NaN  0.0002516 -0.0008290        NaN        NaN -0.0001753  0.0004035        NaN        NaN  0.0001609  0.0004143        NaN        NaN -0.0003448  0.0000905        NaN        NaN -0.0003564 -0.0001970        NaN        NaN -0.0083761 -0.0035623        NaN        NaN  0.0010642  0.0003115        NaN        NaN  0.0107960  0.0038763        NaN        NaN -0.0000581 -0.0006221        NaN        NaN -0.0000454 -0.0002713        NaN        NaN  0.0003468  0.0003317        NaN        NaN -0.0002198 -0.0009246        NaN        NaN
54 0  0.0029896        NaN        NaN        NaN -0.0018660        NaN        NaN        NaN  0.0039819        NaN        NaN        NaN  0.0023191        NaN        NaN        NaN  0.0010374        NaN        NaN        NaN  0.0025202        NaN        NaN        NaN  0.0004823        NaN        NaN        NaN -0.0019276        NaN        NaN        NaN -0.0008223        NaN        NaN        NaN  0.0004779        NaN        NaN        NaN  0.0009815        NaN        NaN        NaN  0.0008367        NaN        NaN        NaN -0.0042554        NaN        NaN        NaN -0.0006339        NaN        NaN        NaN  0.0028061        NaN        NaN        NaN -0.0004837        NaN        NaN        NaN -0.0009540        NaN        NaN        NaN  0.0005170        NaN        NaN        NaN  0.0001250        NaN        NaN        NaN
54 1  0.0004109 -0.0050121        NaN        NaN  0.0178206 -0.0111824        NaN        NaN  0.0094903  0.0019163        NaN        NaN -0.0012483  0.0009633        NaN        NaN -0.0075131  0.0016479        NaN        NaN -0.0068071 -0.0011368        NaN        NaN -0.0070368  0.0026045        NaN        NaN  0.0006464 -0.0002999        NaN        NaN  0.0005142  0.0022192        NaN        NaN  0.0005811 -0.0002441        NaN        NaN -0.0003043  0.0000527        NaN        NaN -0.0004568 -0.0000694        NaN        NaN  0.0046233  0.0024157        NaN        NaN  0.0062889  0.0007229        NaN        NaN -0.0032652 -0.0015638        NaN        NaN  0.0000959 -0.0009746        NaN        NaN -0.0000653 -0.0001784        NaN        NaN  0.0005886  0.0003268        NaN        NaN  0.0003978  0.0002670        NaN        NaN
54 2 -0.0044264  0.0062602        NaN        NaN  0.0006537  0.0015713        NaN        NaN -0.0091418 -0.0727434        NaN        NaN  0.0009358  0.0009010        NaN        NaN -0.0014892 -0.0012837        NaN        NaN  0.0056743  0.0170798        NaN        NaN  0.0003096 -0.0003638        NaN        NaN  0.0019487 -0.0017662        NaN        NaN -0.0004013 -0.0013233        NaN        NaN -0.0001711  0.0002959        NaN        NaN -0.0008771  0.0006949        NaN        NaN  0.0001320  0.0003960        NaN        NaN -0.0001959 -0.0008466        NaN        NaN  0.0001480  0.0002004        NaN        NaN  0.0018054  0.0030780        NaN        NaN  0.0000069 -0.0002189        NaN        NaN  0.0011859  0.0000603        NaN        NaN  0.0001180  0.0002904        NaN        NaN -0.0001607 -0.0014005        NaN        NaN
54 3 -0.0119178 -0.0016302        NaN        NaN  0.0089117  0.0008362        NaN        NaN  0.0067293  0.0014360        NaN        NaN  0.0046802  0.0026518        NaN        NaN -0.0026020  0.0004678        NaN        NaN  0.0007959  0.0051127        NaN        NaN  0.0018880 -0.0005551        NaN        NaN -0.0007449 -0.0006236        NaN        NaN -0.0005588 -0.0015808        NaN        NaN -0.0003615  0.0009357        NaN        NaN  0.0001056 -0.0003965        NaN        NaN -0.0013157  0.0009988        NaN        NaN -0.0011575 -0.0064275        NaN        NaN -0.0003969  0.0016724        NaN        NaN  0.0007058  0.0034327        NaN        NaN  0.0006450 -0.0001905        NaN        NaN  0.0002034  0.0002566        NaN        NaN -0.0004711  0.0002412        NaN        NaN  0.0000540  0.0001978        NaN        NaN
55 0 -0.0038739        NaN        NaN        NaN -0.0100588        NaN        NaN        NaN  0.0002237        NaN        NaN        NaN  0.0020278        NaN        NaN        NaN  0.0106230        NaN        NaN        NaN  0.0016280        NaN        NaN        NaN -0.0028214        NaN        NaN        NaN -0.0008900        NaN        NaN        NaN -0.0005309        NaN        NaN        NaN  0.0002465        NaN        NaN        NaN  0.0002257        NaN        NaN        NaN  0.0001197        NaN        NaN        NaN -0.0010673        NaN        NaN        NaN -0.0037213        NaN        NaN        NaN  0.0021705        NaN        NaN        NaN -0.0000194        NaN        NaN        NaN -0.0003689        NaN        NaN        NaN  0.0004111        NaN        NaN        NaN  0.0003720        NaN        NaN        NaN
55 1 -0.0026580 -0.0442964        NaN        NaN  0.0015504 -0.0013824        NaN        NaN -0.0087090  0.0199353        NaN        NaN -0.0008427  0.0173678        NaN        NaN  0.0010431  0.0003176        NaN        NaN  0.0056419 -0.0003158        NaN        NaN  0.0001522 -0.0001977        NaN        NaN  0.0000497  0.0002950        NaN        NaN  0.0001448 -0.0000108        NaN        NaN -0.0001842 -0.0000220        NaN        NaN  0.0000334 -0.0003187        NaN        NaN -0.0001131 -0.0003658        NaN        NaN -0.0002847 -0.0102381        NaN        NaN  0.0003506  0.0002172        NaN        NaN  0.0018839  0.0018847        NaN        NaN  0.0003464 -0.0002337        NaN        NaN  0.0002724 -0.0000682        NaN        NaN -0.0001206 -0.0000698        NaN        NaN -0.0003867 -0.0007475        NaN        NaN
55 2 -0.0061132  0.0061380        NaN        NaN  0.0205660 -0.0112798        NaN        NaN  0.0026632  0.0054515        NaN        NaN  0.0028160 -0.0013387        NaN        NaN -0.0101958  0.0031972        NaN        NaN -0.0001273  0.0013608        NaN        NaN  0.0001295 -0.0046894        NaN        NaN -0.0002565 -0.0001805        NaN        NaN  0.0013124  0.0004974        NaN        NaN  0.0001266  0.0011118        NaN        NaN -0.0002054 -0.0002923        NaN        NaN -0.0013893  0.0008446        NaN        NaN -0.0018294 -0.0051798        NaN        NaN  0.0070606  0.0004046        NaN        NaN  0.0013190  0.0007976        NaN        NaN  0.0007927 -0.0009484        NaN        NaN  0.0003208  0.0002102        NaN        NaN -0.0007489 -0.0006142        NaN        NaN -0.0002116  0.0007418        NaN        NaN
55 3  0.0333392  0.1061701        NaN        NaN  0.0005816 -0.0009555        NaN        NaN -0.0293573 -0.0352947        NaN        NaN -0.0043984 -0.0329342        NaN        NaN -0.0014555  0.0003013        NaN        NaN  0.0166357  0.0043781        NaN        NaN  0.0000314  0.0008927        NaN        NaN -0.0009512  0.0003483        NaN        NaN  0.0001656 -0.0003765        NaN        NaN -0.0000192  0.0004712        NaN        NaN  0.0004131  0.0000149        NaN        NaN  0.0002373  0.0009340        NaN        NaN -0.0065406  0.0025245        NaN        NaN -0.0012715 -0.0000247        NaN        NaN  0.0058898  0.0011767        NaN        NaN  0.0000346 -0.0001165        NaN        NaN -0.0000817  0.0002923        NaN        NaN -0.0002369  0.0003794        NaN        NaN  0.0001477  0.0008494        NaN        NaN
56 0  0.0082916        NaN        NaN        NaN  0.0010886        NaN        NaN        NaN -0.0065521        NaN        NaN        NaN  0.0000903        NaN        NaN        NaN  0.0003400        NaN        NaN        NaN  0.0020660        NaN        NaN        NaN -0.0001711        NaN        NaN        NaN  0.0002352        NaN        NaN        NaN  0.0003495        NaN        NaN        NaN -0.0001020        NaN        NaN        NaN -0.0002170        NaN        NaN        NaN -0.0002004        NaN        NaN        NaN -0.0019935        NaN        NaN        NaN -0.0002553        NaN        NaN        NaN  0.0026842        NaN        NaN        NaN  0.0001111        NaN        NaN        NaN  0.0004705        NaN        NaN        NaN -0.0001052        NaN        NaN        NaN -0.0000723        NaN        NaN        NaN
56 1 -0.0081831  0.0033019        NaN        NaN  0.0199641 -0.0023405        NaN        NaN  0.0052257  0.0039250        NaN        NaN -0.0012595 -0.0003231        NaN        NaN -0.0049036  0.0015519        NaN        NaN -0.0022887 -0.0002517        NaN        NaN  0.0033854 -0.0032830        NaN        NaN -0.0004507  0.0002917        NaN        NaN  0.0005201 -0.0008508        NaN        NaN -0.0003891  0.0008185        NaN        NaN  0.0001349 -0.0001586        NaN        NaN -0.0002413  0.0006458        NaN        NaN -0.0003374 -0.0027909        NaN        NaN  0.0048768 -0.0011374        NaN        NaN -0.0011679  0.0013574        NaN        NaN  0.0003675  0.0000795        NaN        NaN  0.0000734  0.0001330        NaN        NaN -0.0007969  0.0000503        NaN        NaN -0.0002273 -0.0001696        NaN        NaN
56 2  0.0029088  0.0169185        NaN        NaN -0.0006080 -0.0012591        NaN        NaN -0.0075263 -0.0335720        NaN        NaN -0.0006186 -0.0117627        NaN        NaN -0.0001931  0.0011157        NaN        NaN  0.0033453  0.0054851        NaN        NaN -0.0001554  0.0004804        NaN        NaN -0.0004519  0.0002899        NaN        NaN  0.0002917  0.0006192        NaN        NaN  0.0000674  0.0000161        NaN        NaN  0.0002125 -0.0001094        NaN        NaN -0.0001084  0.0000722        NaN        NaN -0.0019498  0.0061446        NaN        NaN -0.0005055 -0.0001526        NaN        NaN  0.0016805  0.0043620        NaN        NaN -0.0000026 -0.0000827        NaN        NaN -0.0005630  0.0000552        NaN        NaN -0.0001119  0.0000651        NaN        NaN  0.0001885  0.0011411        NaN        NaN
56 3  0.0016276  0.0011043        NaN        NaN -0.0035390  0.0064418        NaN        NaN -0.0024060 -0.0012242        NaN        NaN  0.0007834  0.0043786        NaN        NaN  0.0021776 -0.0019834        NaN        NaN  0.0023350  0.0040997        NaN        NaN -0.0006492  0.0023960        NaN        NaN  0.0004244  0.0003457        NaN        NaN  0.0001505  0.0009459        NaN        NaN -0.0000305 -0.0008364        NaN        NaN -0.0000845  0.0002645        NaN        NaN  0.0006250 -0.0006363        NaN        NaN -0.0018420 -0.0012675        NaN        NaN -0.0049363 -0.0008123        NaN        NaN  0.0017935  0.0038297        NaN        NaN -0.0003531  0.0000161        NaN        NaN -0.0000776 -0.0001554        NaN        NaN  0.0002126  0.0001203        NaN        NaN -0.0000330 -0.0001372        NaN        NaN
57 0  0.0011958        NaN        NaN        NaN  0.0030399        NaN        NaN        NaN  0.0017018        NaN        NaN        NaN  0.0030106        NaN        NaN        NaN  0.0008239        NaN        NaN        NaN  0.0018399        NaN        NaN        NaN  0.0018868        NaN        NaN        NaN  0.0005256        NaN        NaN        NaN  0.0000724        NaN        NaN        NaN  0.0000413        NaN        NaN        NaN -0.0001350        NaN        NaN        NaN -0.0000055        NaN        NaN        NaN -0.0024656        NaN        NaN        NaN  0.0026714        NaN        NaN        NaN  0.0022123        NaN        NaN        NaN -0.0000534        NaN        NaN        NaN  0.0002384        NaN        NaN        NaN -0.0000881        NaN        NaN        NaN -0.0002601        NaN        NaN        NaN
57 1  0.0030941 -0.0423518        NaN        NaN -0.0010003  0.0015345        NaN        NaN -0.0069594 -0.0052358        NaN        NaN  0.0007673  0.0105768        NaN        NaN -0.0000897 -0.0016209        NaN        NaN  0.0010910  0.0100683        NaN        NaN -0.0003091  0.0001630        NaN        NaN  0.0011901 -0.0005869        NaN        NaN  0.0000202 -0.0001354        NaN        NaN  0.0000410 -0.0000581        NaN        NaN -0.0004011  0.0003478        NaN        NaN -0.0000748  0.0001959        NaN        NaN  0.0012655 -0.0027909        NaN        NaN -0.0002485  0.0000302        NaN        NaN -0.0010381  0.0076673        NaN        NaN -0.0001698  0.0001905        NaN        NaN  0.0002307  0.0000229        NaN        NaN  0.0000363  0.0000274        NaN        NaN  0.0002935  0.0005287        NaN        NaN
57 2  0.0061735 -0.0054631        NaN        NaN  0.0064670  0.0038692        NaN        NaN  0.0027678  0.0042456        NaN        NaN  0.0011315  0.0016364        NaN        NaN -0.0031792 -0.0007231        NaN        NaN  0.0010735 -0.0005023        NaN        NaN -0.0009907  0.0019609        NaN        NaN  0.0002362  0.0002953        NaN        NaN  0.0000806 -0.0016323        NaN        NaN -0.0000965 -0.0001827        NaN        NaN  0.0000268  0.0001818        NaN        NaN  0.0004541  0.0000358        NaN        NaN  0.0001947  0.0010129        NaN        NaN -0.0034772 -0.0010921        NaN        NaN -0.0002284  0.0010323        NaN        NaN -0.0003275  0.0007070        NaN        NaN -0.0002159 -0.0001499        NaN        NaN  0.0002555  0.0007136        NaN        NaN  0.0000081 -0.0004633        NaN        NaN
57 3  0.0161896  0.0587828        NaN        NaN -0.0011709 -0.0018417        NaN        NaN -0.0106760  0.0153394        NaN        NaN -0.0001149 -0.0182533        NaN        NaN  0.0006413 -0.0000612        NaN        NaN  0.0030895 -0.0165848        NaN        NaN -0.0000359 -0.0006165        NaN        NaN -0.0001168 -0.0000674        NaN        NaN -0.0004969 -0.0000741        NaN        NaN  0.0000898  0.0001281        NaN        NaN  0.0000073 -0.0000691        NaN        NaN -0.0000332 -0.0000803        NaN        NaN -0.0018493  0.0048125        NaN        NaN  0.0011409  0.0004582        NaN        NaN  0.0023243 -0.0134010        NaN        NaN -0.0000990 -0.0002698        NaN        NaN -0.0000983 -0.0001273        NaN        NaN  0.0002610  0.0001218        NaN        NaN -0.0001292 -0.0007239        NaN        NaN
58 0  0.0087600        NaN        NaN        NaN  0.0006253        NaN        NaN        NaN -0.0080493        NaN        NaN        NaN -0.0003386        NaN        NaN        NaN  0.0000876        NaN        NaN        NaN  0.0025375        NaN        NaN        NaN  0.0001759        NaN        NaN        NaN -0.0007927        NaN        NaN        NaN -0.0003605        NaN        NaN        NaN  0.0001678        NaN        NaN        NaN  0.0004446        NaN        NaN        NaN  0.0003196        NaN        NaN        NaN -0.0017726        NaN        NaN        NaN -0.0005667        NaN        NaN        NaN  0.0014567        NaN        NaN        NaN -0.0001617        NaN        NaN        NaN -0.0004210        NaN        NaN        NaN  0.0001921        NaN        NaN        NaN  0.0000307        NaN        NaN        NaN
58 1 -0.0026534 -0.0029738        NaN        NaN  0.0183851 -0.0139980        NaN        NaN  0.0081832 -0.0009591        NaN        NaN  0.0018395  0.0011143        NaN        NaN -0.0048492  0.0027213        NaN        NaN -0.0027140  0.0010241        NaN        NaN -0.0029422  0.0005944        NaN        NaN  0.0004438 -0.0000714        NaN        NaN -0.0002797  0.0009015        NaN        NaN  0.0003474  0.0000307        NaN        NaN -0.0001257  0.0000359        NaN        NaN -0.0000547 -0.0000042        NaN        NaN  0.0014317 -0.0000149        NaN        NaN  0.0051687  0.0008676        NaN        NaN -0.0005823  0.0002823        NaN        NaN  0.0000446 -0.0003826        NaN        NaN -0.0000432 -0.0000658        NaN        NaN  0.0002840  0.0001410        NaN        NaN  0.0001110  0.0001264        NaN        NaN
58 2 -0.0021330 -0.0015094        NaN        NaN  0.0001307 -0.0018368        NaN        NaN -0.0058044 -0.0152523        NaN        NaN  0.0000467 -0.0033984        NaN        NaN -0.0003838  0.0007624        NaN        NaN  0.0032999 -0.0038025        NaN        NaN  0.0002708  0.0000280        NaN        NaN  0.0010536 -0.0005546        NaN        NaN -0.0003193 -0.0006829        NaN        NaN -0.0001572 -0.0001756        NaN        NaN -0.0004260  0.0002852        NaN        NaN  0.0000395 -0.0001000        NaN        NaN -0.0018766  0.0048049        NaN        NaN  0.0001274  0.0004128        NaN        NaN  0.0030859 -0.0027978        NaN        NaN  0.0000337  0.0001045        NaN        NaN  0.0005170  0.0000320        NaN        NaN  0.0000072 -0.0000852        NaN        NaN -0.0000242 -0.0007605        NaN        NaN
58 3 -0.0079531  0.0004094        NaN        NaN -0.0028718  0.0012248        NaN        NaN -0.0028995 -0.0004566        NaN        NaN  0.0039434  0.0033219        NaN        NaN  0.0021033 -0.0003266        NaN        NaN  0.0032381  0.0045799        NaN        NaN  0.0007556 -0.0003699        NaN        NaN -0.0004863 -0.0003213        NaN        NaN  0.0002583 -0.0000393        NaN        NaN  0.0000413  0.0007155        NaN        NaN  0.0000558 -0.0002032        NaN        NaN -0.0005917  0.0006719        NaN        NaN -0.0018345 -0.0055332        NaN        NaN -0.0013576  0.0011197        NaN        NaN  0.0022094  0.0041210        NaN        NaN  0.0001493 -0.0003190        NaN        NaN  0.0001009  0.0001500        NaN        NaN -0.0000862  0.0003388        NaN        NaN  0.0000802  0.0000796        NaN        NaN
59 0 -0.0026213        NaN        NaN        NaN  0.0129209        NaN        NaN        NaN  0.0060337        NaN        NaN        NaN  0.0031870        NaN        NaN        NaN -0.0010194        NaN        NaN        NaN  0.0015374        NaN        NaN        NaN -0.0007494        NaN        NaN        NaN -0.0003797        NaN        NaN        NaN -0.0006624        NaN        NaN        NaN -0.0001780        NaN        NaN        NaN  0.0001072        NaN        NaN        NaN -0.0000249        NaN        NaN        NaN -0.0011366        NaN        NaN        NaN -0.0004585        NaN        NaN        NaN  0.0017778        NaN        NaN        NaN  0.0001170        NaN        NaN        NaN -0.0001638        NaN        NaN        NaN  0.0000336        NaN        NaN        NaN  0.0001383        NaN        NaN        NaN
59 1  0.0046802 -0.0346856        NaN        NaN  0.0001912  0.0050988        NaN        NaN -0.0051439 -0.0279897        NaN        NaN -0.0030929  0.0161893        NaN        NaN  0.0009133 -0.0012606        NaN        NaN  0.0008001  0.0084065        NaN        NaN  0.0000108 -0.0003333        NaN        NaN  0.0008388 -0.0002018        NaN        NaN  0.0000034  0.0001873        NaN        NaN -0.0000556 -0.0000343        NaN        NaN -0.0002334 -0.0000445        NaN        NaN -0.0000117 -0.0002848        NaN        NaN  0.0017267 -0.0026760        NaN        NaN  0.0000547 -0.0005795        NaN        NaN -0.0011810  0.0029173        NaN        NaN  0.0001697 -0.0000636        NaN        NaN  0.0001550 -0.0000310        NaN        NaN -0.0000598 -0.0000927        NaN        NaN -0.0001615 -0.0003576        NaN        NaN
59 2 -0.0076519  0.0122537        NaN        NaN -0.0004424 -0.0020748        NaN        NaN -0.0000393  0.0030729        NaN        NaN  0.0025176 -0.0002681        NaN        NaN -0.0007936  0.0005940        NaN        NaN  0.0006645  0.0015914        NaN        NaN -0.0002659 -0.0023904        NaN        NaN -0.0000495 -0.0000509        NaN        NaN  0.0004263 -0.0004624        NaN        NaN  0.0006415  0.0008672        NaN        NaN -0.0001314 -0.0001701        NaN        NaN -0.0000331  0.0008974        NaN        NaN -0.0013612 -0.0032386        NaN        NaN  0.0030664 -0.0010500        NaN        NaN  0.0014267  0.0004772        NaN        NaN -0.0000572 -0.0005141        NaN        NaN  0.0001068  0.0000973        NaN        NaN  0.0001870  0.0000317        NaN        NaN  0.0000170  0.0002563        NaN        NaN
59 3  0.0060389  0.0340214        NaN        NaN -0.0023793 -0.0033091        NaN        NaN  0.0027458  0.0547798        NaN        NaN -0.0055110 -0.0246407        NaN        NaN  0.0003092  0.0008288        NaN        NaN  0.0008173 -0.0216439        NaN        NaN  0.0001775  0.0008548        NaN        NaN -0.0007137  0.0006472        NaN        NaN -0.0000835 -0.0004309        NaN        NaN -0.0000039  0.0000859        NaN        NaN  0.0003514 -0.0001372        NaN        NaN  0.0002196  0.0004165        NaN        NaN  0.0001099  0.0057829        NaN        NaN -0.0005859  0.0001300        NaN        NaN -0.0017486 -0.0095600        NaN        NaN -0.0000343 -0.0000114        NaN        NaN -0.0000662  0.0001387        NaN        NaN -0.0000719  0.0001137        NaN        NaN  0.0001015  0.0003145        NaN        NaN
